,Compound,Date,Negative,Neutral,Positive,Tweets Ago,User,color,msg
31,-0.296,Sat Jun 09 18:36:00 +0000 2018,0.896,0.104,0.0,32,@foxnews,green,"At his press briefing, President @realDonaldTrump said that the U.S. would no longer be a piggy bank robbed by othe… https://t.co/WAwm8Fld4P"
32,0.3612,Sat Jun 09 18:34:04 +0000 2018,0.848,0.0,0.152,33,@foxnews,green,Trump says US is like a 'piggy bank that everybody is robbing' on trade https://t.co/iAdue9Nmav https://t.co/ew7uxi8JFW
33,-0.7906,Sat Jun 09 18:27:42 +0000 2018,0.562,0.438,0.0,34,@foxnews,green,Texas border patrol agents find 6 illegal immigrants trapped inside cabinets https://t.co/r5ANi7t94m
34,0.0,Sat Jun 09 18:20:08 +0000 2018,1.0,0.0,0.0,35,@foxnews,green,SUNDAY: @BretBaier is live in Singapore ahead of President @realDonaldTrump’s historic summit with North Korean lea… https://t.co/Z9gEu1Zqo2
35,0.1027,Sat Jun 09 18:19:00 +0000 2018,0.789,0.096,0.114,36,@foxnews,green,".@RepMcSally: ""@POTUS has made it clear that we will not tolerate them having a nuclear weapon that can hold a U.S.… https://t.co/Z9kwm68cBa"
36,-0.5302,Sat Jun 09 18:16:48 +0000 2018,0.819,0.181,0.0,37,@foxnews,green,".@GrecianFormula on NK summit: ""My fear here is, I do not want [@POTUS] to give Kim Jong Un that handshake that wil… https://t.co/2BcF4gR3s9"
37,0.5859,Sat Jun 09 18:14:09 +0000 2018,0.648,0.0,0.352,38,@foxnews,green,.@MittRomney predicts a @realDonaldTrump win in 2020. https://t.co/FtXsikIvlB https://t.co/W2EHQ9eAw5
38,-0.6249,Sat Jun 09 18:03:13 +0000 2018,0.638,0.362,0.0,39,@foxnews,green,"Florida Revokes Hundreds of Gun Permits After Background Check Error
https://t.co/4RteHthrjk"
39,0.4939,Sat Jun 09 17:58:00 +0000 2018,0.814,0.0,0.186,40,@foxnews,green,"On @foxandfriends, @RCamposDuffy praised @FLOTUS Melania Trump in the wake of constant media scrutiny.… https://t.co/t4wxgWO0Qz"
40,0.3612,Sat Jun 09 17:55:11 +0000 2018,0.884,0.0,0.116,41,@foxnews,green,".@kimguilfoyle on NK summit: ""With somebody like @POTUS who thinks out of the box...everything is on the table [unt… https://t.co/uFk6mAOEmC"
41,0.4767,Sat Jun 09 17:46:52 +0000 2018,0.819,0.0,0.181,42,@foxnews,green,"Mike Kerrigan: I thought I had enough friends, then a stranger did this on my flight home https://t.co/xZNBnn26ZS"
42,0.0,Sat Jun 09 17:36:01 +0000 2018,1.0,0.0,0.0,43,@foxnews,green,.@replouiegohmert Slams Russia Probe Spending: Mueller Has 'Absolutely Blown Taxpayer Dollars' https://t.co/Xe5BeKp6Cd
43,0.4404,Sat Jun 09 17:30:45 +0000 2018,0.667,0.118,0.215,44,@foxnews,green,Love and leaks: Wolfe-Watkins latest couple to draw scrutiny for loose lips and tips https://t.co/E3h48prv3z
44,0.0,Sat Jun 09 17:26:00 +0000 2018,1.0,0.0,0.0,45,@foxnews,green,Fox News Poll: Will North Korea give up nukes? https://t.co/3x4UVwUihL
45,-0.4404,Sat Jun 09 17:25:26 +0000 2018,0.58,0.42,0.0,46,@foxnews,green,Border arrests spike. https://t.co/bxJVEDbIZi https://t.co/cGj9ea65Ui
46,0.0,Sat Jun 09 17:21:21 +0000 2018,1.0,0.0,0.0,47,@foxnews,green,".@TheRealJohnHCox: ""@GavinNewsom is Exhibit A in craven politicians."" https://t.co/b6mIxZLEPQ"
47,0.0,Sat Jun 09 17:15:07 +0000 2018,1.0,0.0,0.0,48,@foxnews,green,Fox News Poll: Should @POTUS meet with North Korean leader Kim Jong Un? https://t.co/9QBv5OO5bg
48,0.0,Sat Jun 09 17:06:05 +0000 2018,1.0,0.0,0.0,49,@foxnews,green,".@RCamposDuffy: ""Republicans and especially Republican women and Republican or conservative minorities have always… https://t.co/TcO81nMnJ7"
49,-0.4588,Sat Jun 09 17:04:03 +0000 2018,0.8,0.2,0.0,50,@foxnews,green,Home Depot employee in Florida allegedly attacked by shopper's pet spider monkey https://t.co/gvqJD9UaOB
50,0.1779,Sat Jun 09 17:01:29 +0000 2018,0.677,0.135,0.188,51,@foxnews,green,"ABC apologizes for controversial ‘Quantico’ episode, defends star Priyanka Chopra https://t.co/4sh2B6JvhK"
51,-0.5413,Sat Jun 09 16:55:48 +0000 2018,0.837,0.163,0.0,52,@foxnews,green,".@replouiegohmert: ""Robert Mueller has done more damage during his 12 years as FBI Director than... probably all th… https://t.co/eZePn5ltKz"
52,0.0,Sat Jun 09 16:55:00 +0000 2018,1.0,0.0,0.0,53,@foxnews,green,".@RealDeanCain: ""I stand for the anthem. I would never kneel for the anthem."" https://t.co/XIXO0UeJmR"
53,0.3612,Sat Jun 09 16:49:31 +0000 2018,0.667,0.0,0.333,54,@foxnews,green,Do you agree with @SenSanders? https://t.co/jixhab3nlt
54,-0.1531,Sat Jun 09 16:39:04 +0000 2018,0.918,0.082,0.0,55,@foxnews,green,"MONDAY: Don’t miss three hours of ‘America’s Newsroom’ with @BillHemmer and @SandraSmithFox, starting at 9a ET on F… https://t.co/A0OfAH4QPo"
55,-0.8555,Sat Jun 09 16:34:08 +0000 2018,0.46,0.54,0.0,56,@foxnews,green,"1,000 illegal immigrants bused to California federal prison for detention https://t.co/B3t12CUk1m"
56,-0.4019,Sat Jun 09 16:30:20 +0000 2018,0.816,0.184,0.0,57,@foxnews,green,"'Bring on the Recession': @billmaher 'Hoping' for Economic Crash to Oust Trump
https://t.co/fj8Q3obYkM"
57,0.0,Sat Jun 09 16:21:00 +0000 2018,1.0,0.0,0.0,58,@foxnews,green,Fox News Poll: 52% approve of President @realDonaldTrump's handling of the economy. https://t.co/qZrQ8Q503M https://t.co/mYX34Kjnhb
58,-0.5106,Sat Jun 09 16:16:30 +0000 2018,0.769,0.231,0.0,59,@foxnews,green,"TSA searches 96-year-old woman in wheelchair in viral video, sparking outrage https://t.co/DP91w0qI1n"
59,0.4767,Sat Jun 09 16:05:09 +0000 2018,0.823,0.0,0.177,60,@foxnews,green,".@Lavarbigballer: ""If [@POTUS] invited me to his house, I would be like, 'Nah, man.' I'm not even going to invite h… https://t.co/BM4it6Nf6i"
60,0.0,Sat Jun 09 16:02:00 +0000 2018,1.0,0.0,0.0,61,@foxnews,green,.@billclinton defends @alfranken. https://t.co/L3DVQREUWO
61,-0.6705,Sat Jun 09 15:57:51 +0000 2018,0.757,0.243,0.0,62,@foxnews,green,Virginia wildlife center takes in 2 black bear cubs after mother is killed by homeowner https://t.co/HxTW1LfisF
62,0.0,Sat Jun 09 15:56:56 +0000 2018,1.0,0.0,0.0,63,@foxnews,green,"Reporter: ""Do you think Crimea should be recognized as Russia at this point?""

.@POTUS: ""You'd have to ask Presiden… https://t.co/F8G13HW2im"
63,0.0,Sat Jun 09 15:54:17 +0000 2018,1.0,0.0,0.0,64,@foxnews,green,Happening Now: @POTUS heads to Singapore for historic summit with North Korean leader Kim Jong Un. https://t.co/9pkRpmQhvs
64,0.0,Sat Jun 09 15:53:08 +0000 2018,1.0,0.0,0.0,65,@foxnews,green,.@realDonaldTrump and Kim Jong Un impersonators arrive in Singapore. https://t.co/cQbfqorKAn
65,0.0,Sat Jun 09 15:48:40 +0000 2018,1.0,0.0,0.0,66,@foxnews,green,SOON: @POTUS leaves Canada en route to North Korea summit in Singapore. https://t.co/2SKhjAnI5Q
66,0.0,Sat Jun 09 15:22:55 +0000 2018,1.0,0.0,0.0,67,@foxnews,green,U.S. Markets - So far this year. https://t.co/mdnZRFcvfH
67,0.0,Sat Jun 09 15:15:56 +0000 2018,1.0,0.0,0.0,68,@foxnews,green,"President @realDonaldTrump to CNN reporter: ""I would say that the level of relationship is a 10... You can tell tha… https://t.co/5CwLITcrnU"
68,0.3612,Sat Jun 09 15:15:00 +0000 2018,0.884,0.0,0.116,69,@foxnews,green,".@POTUS: ""Tariffs are going to come way down... We're like the piggy bank that everybody's robbing - and that ends."" https://t.co/1K8iuxEXhn"
69,0.0,Sat Jun 09 15:13:01 +0000 2018,1.0,0.0,0.0,70,@foxnews,green,"Britain's Queen Elizabeth, Prince Charles, Meghan Duchess of Sussex, Prince Harry, Kate Duchess of Cambridge and Pr… https://t.co/0mhnqpiGZU"
70,-0.2023,Sat Jun 09 15:12:39 +0000 2018,0.727,0.173,0.1,71,@foxnews,green,"State-level Dems funneled $84M to @HillaryClinton's campaign, lawsuit alleges https://t.co/2Xk78xsQmh"
71,0.0,Sat Jun 09 15:09:24 +0000 2018,1.0,0.0,0.0,72,@foxnews,green,".@POTUS: ""Obama can say all he wants but he allowed Russia to take Crimea. I may have had a much different attitude… https://t.co/bPQobyLCe2"
72,0.0,Sat Jun 09 14:59:00 +0000 2018,1.0,0.0,0.0,73,@foxnews,green,"Reporter: ""Do you think Crimea should be recognized as Russia at this point?""

.@POTUS: ""You'd have to ask Presiden… https://t.co/9xKcvpB7aN"
73,-0.6115,Sat Jun 09 14:49:00 +0000 2018,0.778,0.222,0.0,74,@foxnews,green,".@POTUS: ""The U.S. press is very dishonest, much of it, not all of it."" https://t.co/PcH5oRFB7t"
74,-0.5994,Sat Jun 09 14:45:00 +0000 2018,0.782,0.218,0.0,75,@foxnews,green,".@SecretaryZinke: ""We could end the war. It's absolutely astonishing what @POTUS has done."" #Cavuto https://t.co/AFT3qMvIv2"
75,-0.4767,Sat Jun 09 14:39:23 +0000 2018,0.838,0.162,0.0,76,@foxnews,green,"President @realDonaldTrump: ""Who are you with out of curiosity?""

Reporter: ""@CNN.""

@POTUS: ""I figured - Fake News… https://t.co/vukANIrfKZ"
76,0.5859,Sat Jun 09 14:37:00 +0000 2018,0.798,0.0,0.202,77,@foxnews,green,"""The United States has been taken advantage of for decades and decades and we can't do that anymore.""

WATCH: Presi… https://t.co/s9kfwDEDut"
77,0.0,Sat Jun 09 14:32:20 +0000 2018,1.0,0.0,0.0,78,@foxnews,green,".@POTUS: ""I would say that the level of relationship is a 10."" https://t.co/nmFjMumzHb"
78,0.0,Sat Jun 09 14:29:58 +0000 2018,1.0,0.0,0.0,79,@foxnews,green,".@POTUS: ""Obama can say all he wants but he allowed Russia to take Crimea. I may have had a much different attitude… https://t.co/766koswatX"
79,0.0,Sat Jun 09 14:29:13 +0000 2018,1.0,0.0,0.0,80,@foxnews,green,"Reporter: ""Do you think Crimea should be recognized as Russia at this point?""

.@POTUS: ""You'd have to ask Presiden… https://t.co/E8bATkXuhJ"
80,0.3612,Sat Jun 09 14:24:45 +0000 2018,0.894,0.0,0.106,81,@foxnews,green,".@POTUS: ""I have not spoken to Vladimir Putin for quite a while... I think it would be an asset to have Russia back… https://t.co/XdWxOmv8VG"
81,0.3612,Sat Jun 09 14:23:31 +0000 2018,0.884,0.0,0.116,82,@foxnews,green,".@POTUS: ""Tariffs are going to come way down... We're like the piggy bank that everybody's robbing - and that ends."" https://t.co/Omn9n08nQS"
82,-0.6808,Sat Jun 09 14:21:45 +0000 2018,0.645,0.355,0.0,83,@foxnews,green,".@POTUS: ""That's the way it should be - no tariffs, no barriers... and no subsidies."" https://t.co/OKEcN9rgOd"
83,0.0,Sat Jun 09 14:20:19 +0000 2018,1.0,0.0,0.0,84,@foxnews,green,".@POTUS on Kim Jong Un talks: ""It's a one-time shot and I think it's going to work out very well."" https://t.co/RGB4ilSY9I"
84,0.0,Sat Jun 09 14:19:30 +0000 2018,1.0,0.0,0.0,85,@foxnews,green,".@POTUS: ""We really think that North Korea that will be a tremendous place in a very short period of time... They'r… https://t.co/8fX841h1EW"
85,-0.5574,Sat Jun 09 14:17:11 +0000 2018,0.739,0.261,0.0,86,@foxnews,green,".@POTUS: ""I blame our past leaders. There was no reason that this should've happened."" https://t.co/wy427FsU9f"
86,0.9149,Sat Jun 09 14:16:44 +0000 2018,0.484,0.0,0.516,87,@foxnews,green,".@POTUS: ""We're linked in the great effort to create a more just, peaceful, and prosperous world."" https://t.co/eaieDEyrKV"
87,0.5574,Sat Jun 09 14:15:51 +0000 2018,0.741,0.0,0.259,88,@foxnews,green,".@POTUS: ""We are committed to addressing the migration challenge by helping migrants to remain and prosper in their… https://t.co/dTZvjLNdlt"
88,0.0,Sat Jun 09 14:14:52 +0000 2018,1.0,0.0,0.0,89,@foxnews,green,".@POTUS: ""People can't charge us 270% and we charge them nothing. That doesn't work anymore."" https://t.co/a2hPAJY4wH"
89,0.5859,Sat Jun 09 14:14:28 +0000 2018,0.789,0.0,0.211,90,@foxnews,green,".@POTUS: ""The United States has been taken advantage of for decades and decades and we can't do that anymore."" https://t.co/Jf1SDPPUyN"
90,0.6566,Sat Jun 09 14:13:34 +0000 2018,0.616,0.0,0.384,91,@foxnews,green,".@POTUS: ""We've concluded a really, tremendously successful #G7."" https://t.co/201LDzbu6V"
91,0.0,Sat Jun 09 14:12:42 +0000 2018,1.0,0.0,0.0,92,@foxnews,green,"President @realDonaldTrump speaks at a press briefing after closing out the G7 Summit in Charlevoix, Canada. https://t.co/A1XBAkrOTE"
92,0.0,Sat Jun 09 14:10:30 +0000 2018,1.0,0.0,0.0,93,@foxnews,green,"Anthony Bourdain, CNN host and celebrity chef, hanged himself with bathrobe belt https://t.co/h7BxZo9JA8"
93,0.0,Sat Jun 09 14:00:04 +0000 2018,1.0,0.0,0.0,94,@foxnews,green,"SOON: @POTUS to speak from #G7 - for full live coverage, tune in to Fox News Channel! https://t.co/bCgxdT90OX"
94,-0.7579,Sat Jun 09 13:56:15 +0000 2018,0.629,0.371,0.0,95,@foxnews,green,"Son of Farrah Fawcett, Ryan O'Neal charged with attempted murder, authorities say https://t.co/4XZWmjULRN"
95,0.3818,Sat Jun 09 13:48:53 +0000 2018,0.729,0.0,0.271,96,@foxnews,green,"President @realDonaldTrump promises ""America First"" throughout 2016. https://t.co/04HWLGuj1Q"
96,-0.4019,Sat Jun 09 13:43:02 +0000 2018,0.828,0.172,0.0,97,@foxnews,green,'Bring on the Recession': Bill Maher 'Hoping' for Economic Crash to Oust Trump https://t.co/pD7LBKR5uG
97,0.0,Sat Jun 09 13:35:06 +0000 2018,1.0,0.0,0.0,98,@foxnews,green,'Game of Thrones' prequel pilot reportedly ordered by HBO https://t.co/Pnswzb5c6L
98,0.0,Sat Jun 09 13:25:04 +0000 2018,1.0,0.0,0.0,99,@foxnews,green,"US Air Force B-1 bomber fleet grounded after issue with ejection seats, officials say https://t.co/l1jDRzfswB"
99,0.4404,Sat Jun 09 13:20:40 +0000 2018,0.591,0.133,0.276,100,@foxnews,green,LeBron James reveals he played with ‘self-inflicted’ injured hand for majority of NBA Finals https://t.co/0zIlw5Ckyu
0,-0.5574,Sat Jun 09 21:45:05 +0000 2018,0.841,0.159,0.0,1,@cnn,blue,"Danny Kirwan, a guitarist who appeared on five of Fleetwood Mac's albums, died in London on Friday, according to th… https://t.co/KUwHtJ6ins"
1,-0.296,Sat Jun 09 21:37:48 +0000 2018,0.885,0.115,0.0,2,@cnn,blue,JUST IN: Canadian Prime Minister Justin Trudeau says he will impose retaliatory measures to answer President Trump'… https://t.co/AiVDwmzMvV
2,0.5927,Sat Jun 09 21:10:05 +0000 2018,0.815,0.0,0.185,3,@cnn,blue,"Her rare skin condition keeps her indoors, but she braved the sun to walk at graduation https://t.co/ZkdCAXZwUE https://t.co/k6YeRZ6lI0"
3,-0.1027,Sat Jun 09 21:00:06 +0000 2018,0.928,0.072,0.0,4,@cnn,blue,An internal Census Bureau memo sent to Commerce Secretary Wilbur Ross warns that adding a citizenship question to t… https://t.co/0AZC4nYfN2
4,0.0,Sat Jun 09 20:50:07 +0000 2018,1.0,0.0,0.0,5,@cnn,blue,Secretary of State Mike Pompeo reiterated US calls for North Korea to completely rid itself of all remnants of its… https://t.co/3RxJpEMn3K
5,-0.4767,Sat Jun 09 20:40:09 +0000 2018,0.846,0.154,0.0,6,@cnn,blue,Syracuse University has suspended 15 members of a professional fraternity after they appeared in videos that the sc… https://t.co/X6Bs6DkczE
6,0.0,Sat Jun 09 20:30:08 +0000 2018,1.0,0.0,0.0,7,@cnn,blue,Porsche's first electric car will be called the Taycan https://t.co/Wxy5sh45nm https://t.co/3m7qXCcg2J
7,0.6705,Sat Jun 09 20:20:24 +0000 2018,0.618,0.085,0.297,8,@cnn,blue,"There was nobody like Anthony Bourdain, and there was no show like #PartsUnknown. CNN pays tribute with a special n… https://t.co/9TgJMgP7Kc"
8,0.6486,Sat Jun 09 20:10:07 +0000 2018,0.762,0.0,0.238,9,@cnn,blue,"President Trump says his relationships with other Western leaders are perfect, but the truth is the transatlantic a… https://t.co/o0UsVXeClf"
9,0.0,Sat Jun 09 20:00:09 +0000 2018,1.0,0.0,0.0,10,@cnn,blue,"Prince Harry and Meghan, Duchess of Sussex, joined celebrations of Queen Elizabeth II's official birthday with the… https://t.co/c6kvYJ2vwn"
10,0.539,Sat Jun 09 19:50:34 +0000 2018,0.852,0.0,0.148,11,@cnn,blue,President Trump on the upcoming North Korea meeting: “I really feel confident. I feel that Kim Jong Un wants to do… https://t.co/9jM2GjrhxU
11,0.5859,Sat Jun 09 19:40:00 +0000 2018,0.847,0.0,0.153,12,@cnn,blue,"One step on the island of Bermuda, and it's impossible not to be moved by its beauty, history, simplicity and charm… https://t.co/EOxmxM76Kk"
12,0.3612,Sat Jun 09 19:30:00 +0000 2018,0.878,0.0,0.122,13,@cnn,blue,"Will we ever fly like the Jetsons? This company just unveiled its first commercial flying car, Flyer — and… https://t.co/bZV351RYJz"
13,-0.7269,Sat Jun 09 19:20:09 +0000 2018,0.681,0.319,0.0,14,@cnn,blue,A man in Texas nearly died after the severed head of a rattlesnake bit him https://t.co/bqHnciUgf3 https://t.co/NmnJLHs3Hz
14,-0.6486,Sat Jun 09 19:17:02 +0000 2018,0.782,0.218,0.0,15,@cnn,blue,News of Anthony Bourdain’s death shook people around the world. We asked for your stories of how this gifted storyt… https://t.co/lzZyRpT9Co
15,-0.7506,Sat Jun 09 19:10:07 +0000 2018,0.726,0.274,0.0,16,@cnn,blue,"Authorities have found the remains of a woman killed by an alligator in Davie, Florida. The woman disappeared Frida… https://t.co/MlDdA6jk5h"
16,0.0,Sat Jun 09 19:00:08 +0000 2018,1.0,0.0,0.0,17,@cnn,blue,The small (but not insignificant) ways Anthony Bourdain made a difference in the lives of some everyday people… https://t.co/TMK8f9nYfC
17,0.3291,Sat Jun 09 18:50:01 +0000 2018,0.907,0.0,0.093,18,@cnn,blue,"In the history of horse racing, only 12 horses have ever won the fabled Triple Crown. But why is this trophy so dif… https://t.co/gDu0o6AgPX"
18,0.0,Sat Jun 09 18:40:00 +0000 2018,1.0,0.0,0.0,19,@cnn,blue,"President Trump, while making remarks at the G7 summit, says he has not spoken to Vladimir Putin in ""quite a while,… https://t.co/4qmAImsiL4"
19,0.0,Sat Jun 09 18:30:14 +0000 2018,1.0,0.0,0.0,20,@cnn,blue,This computer can do more calculations per second than the world's population could do in a year… https://t.co/wqlDQvYF3L
20,0.4215,Sat Jun 09 18:20:06 +0000 2018,0.882,0.0,0.118,21,@cnn,blue,"At the G7 meeting, President Trump called for an end to tariffs and scolded other countries for using the United St… https://t.co/KG7SFGii09"
21,0.4215,Sat Jun 09 18:10:00 +0000 2018,0.781,0.0,0.219,22,@cnn,blue,BlackBerry still hopes its keyboard keeps fans coming back https://t.co/AodQi1CBVV https://t.co/8KbIHW3k74
22,0.765,Sat Jun 09 18:00:06 +0000 2018,0.526,0.145,0.329,23,@cnn,blue,The race to save the Great Barrier Reef? A coral fertility treatment designed to help damaged parts of the reef is… https://t.co/MD6vhMxOh8
23,0.0,Sat Jun 09 17:50:06 +0000 2018,1.0,0.0,0.0,24,@cnn,blue,"What is a tariff? Your trade questions, answered https://t.co/AIJVEEOzHM https://t.co/HT5UJDzzjl"
24,0.0,Sat Jun 09 17:40:05 +0000 2018,1.0,0.0,0.0,25,@cnn,blue,A Sikh soldier wore a turban in Queen Elizabeth ll's official birthday parade https://t.co/LK0fihnFB2 https://t.co/142baFgcVA
25,0.0,Sat Jun 09 17:27:05 +0000 2018,1.0,0.0,0.0,26,@cnn,blue,A former diplomat at the Vatican Embassy in Washington has been indicted by a Vatican court for possession of child… https://t.co/CSRKlOzeg8
26,0.2732,Sat Jun 09 17:18:43 +0000 2018,0.514,0.221,0.265,27,@cnn,blue,Simona Halep wins first grand slam title by beating Sloane Stephens at the French Open https://t.co/0tMJbvB40e https://t.co/s3YRroOgXu
27,-0.4019,Sat Jun 09 16:59:35 +0000 2018,0.881,0.119,0.0,28,@cnn,blue,President Trump doubles down on his call for Russia to be readmitted into the G7 and blames former President Obama… https://t.co/3zkWB92wwY
28,-0.7506,Sat Jun 09 16:47:11 +0000 2018,0.67,0.33,0.0,29,@cnn,blue,The Trump administration's latest attack on Obamacare would gut protections for the sick https://t.co/ikBcCkGeAT https://t.co/ehXI4vF0vc
29,-0.5994,Sat Jun 09 16:36:04 +0000 2018,0.849,0.151,0.0,30,@cnn,blue,Construction workers in the UK have found wads of cash dating back to World War II at a shop that once belonged to… https://t.co/Zuo9XcYf9a
30,0.4404,Sat Jun 09 16:26:06 +0000 2018,0.868,0.0,0.132,31,@cnn,blue,"Anthony Bourdain's fans turned the restaurant where he shot to fame as a chef into a memorial, leaving roses and no… https://t.co/5fg9y1cERL"
31,0.7717,Sat Jun 09 16:14:06 +0000 2018,0.749,0.0,0.251,32,@cnn,blue,"Hall of Fame trainer Bob Baffert, who is looking to make history with a win today at the Belmont Stakes, compares h… https://t.co/sUsVNh98tA"
32,0.0,Sat Jun 09 16:00:03 +0000 2018,1.0,0.0,0.0,33,@cnn,blue,"The week began with news of Trump canceling the Philadelphia Eagles' visit to the White House, and ended with news… https://t.co/H1ILtBxF1W"
33,0.2023,Sat Jun 09 15:50:29 +0000 2018,0.913,0.0,0.087,34,@cnn,blue,Illinois Republicans in Congress are making an urgent plea to President Trump: Don't let Rod Blagojevich off the ho… https://t.co/L4UPCaV1kD
34,0.1779,Sat Jun 09 15:38:05 +0000 2018,0.773,0.097,0.13,35,@cnn,blue,Former Trump campaign chairman Paul Manafort and his attorneys struck back at special counsel Robert Mueller's char… https://t.co/m4eIhVUiWL
35,-0.296,Sat Jun 09 15:27:34 +0000 2018,0.824,0.176,0.0,36,@cnn,blue,"Charles Krauthammer, the famed conservative columnist, informed readers that he is confronting an aggressive form o… https://t.co/7vTbQ8M6D8"
36,0.0,Sat Jun 09 15:13:56 +0000 2018,1.0,0.0,0.0,37,@cnn,blue,"Prince Harry and Meghan, Duchess of Sussex, joined celebrations of Queen Elizabeth II's official birthday with the… https://t.co/UkiwKzYsxC"
37,-0.4585,Sat Jun 09 14:57:06 +0000 2018,0.813,0.187,0.0,38,@cnn,blue,Republicans haven't won statewide in Virginia since 2009. Tuesday's Senate primary shows why:… https://t.co/xkWpPfkUCE
38,-0.0772,Sat Jun 09 14:43:08 +0000 2018,0.933,0.067,0.0,39,@cnn,blue,President Trump says he thinks he’ll know “within the first minute” if North Korea is serious about peace… https://t.co/kRdFefn4fN
39,0.6597,Sat Jun 09 14:36:51 +0000 2018,0.822,0.0,0.178,40,@cnn,blue,"RT @CNNPolitics: Trump: ""I think it would be asset to have Russia back in. I think it would be good for the world. I think it would be good…"
40,0.2732,Sat Jun 09 14:30:03 +0000 2018,0.884,0.0,0.116,41,@cnn,blue,"""Consumer Financial Protection Bureau acting director Mick Mulvaney has ousted a committed group of experts who vol… https://t.co/l36frkFEtw"
41,0.539,Sat Jun 09 14:24:10 +0000 2018,0.852,0.0,0.148,42,@cnn,blue,President Trump on the upcoming North Korea meeting: “I really feel confident. I feel that Kim Jong Un wants to do… https://t.co/D0Fi57k3zj
42,-0.3412,Sat Jun 09 14:20:07 +0000 2018,0.789,0.211,0.0,43,@cnn,blue,Things don't look good for Dodge and Chrysler https://t.co/twYdKzCpZ4 https://t.co/9aKZvGnuQG
43,0.5574,Sat Jun 09 14:18:20 +0000 2018,0.813,0.0,0.187,44,@cnn,blue,"President Trump: Trade was ""at the top of the list"" at G7 discussions because ""the United States has been taken adv… https://t.co/u6247HzPsj"
44,0.0,Sat Jun 09 14:16:21 +0000 2018,1.0,0.0,0.0,45,@cnn,blue,President Trump is speaking at the G7 before heading to Singapore for the summit with Kim Jong Un. Watch live on CN… https://t.co/dNYLQOvVEk
45,0.0,Sat Jun 09 14:09:49 +0000 2018,1.0,0.0,0.0,46,@cnn,blue,President Trump is planning to depart the G7 ahead of climate change talks https://t.co/bfFqMKTIrg https://t.co/6PkzSs4guA
46,0.34,Sat Jun 09 14:01:04 +0000 2018,0.888,0.0,0.112,47,@cnn,blue,Former President Obama says he’ll always remember the meal he shared with Anthony Bourdain in Vietnam: “He taught u… https://t.co/XI67jcoy55
47,-0.3818,Sat Jun 09 13:46:07 +0000 2018,0.833,0.167,0.0,48,@cnn,blue,President Trump's tariffs on steel and aluminum threaten America's booming RV industry https://t.co/FxOEFN6Sx2 https://t.co/zpDj0uGxRI
48,0.0,Sat Jun 09 13:31:03 +0000 2018,1.0,0.0,0.0,49,@cnn,blue,"What is a tariff? Your trade questions, answered https://t.co/8Fylq20zXj https://t.co/pSfQJhAnZR"
49,0.5719,Sat Jun 09 13:26:05 +0000 2018,0.829,0.0,0.171,50,@cnn,blue,The Duke and Duchess of Sussex celebrate Queen Elizabeth II's official birthday with the traditional Trooping the C… https://t.co/L2o8IJcNej
50,0.5859,Sat Jun 09 13:16:00 +0000 2018,0.847,0.0,0.153,51,@cnn,blue,"One step on the island of Bermuda, and it's impossible not to be moved by its beauty, history, simplicity and charm… https://t.co/mPpGOqifbk"
51,0.0,Sat Jun 09 13:01:05 +0000 2018,1.0,0.0,0.0,52,@cnn,blue,"As the millions of US children diagnosed with ADHD move into adulthood, more and more are wondering whether to cont… https://t.co/Qs5xlj8fwK"
52,0.0,Sat Jun 09 12:53:19 +0000 2018,0.763,0.119,0.119,53,@cnn,blue,"Fans around the world mourn chef and storyteller Anthony Bourdain, sharing memories of how his travels, food and co… https://t.co/jiW8HhY9ia"
53,0.6124,Sat Jun 09 12:46:08 +0000 2018,0.762,0.0,0.238,54,@cnn,blue,"Does a pharmacy have an obligation to help a patient be sure that insurance will cover a prescription?

That's the… https://t.co/2Jxsnx7cI0"
54,0.3818,Sat Jun 09 12:31:06 +0000 2018,0.698,0.0,0.302,55,@cnn,blue,Twitter has had a stunning turnaround https://t.co/hzutT84IrC https://t.co/AK7R50K5mh
55,0.4939,Sat Jun 09 12:16:00 +0000 2018,0.856,0.0,0.144,56,@cnn,blue,IHOP says it's changing name to IHOb. Many major companies also have rebranded — some successfully and some not so… https://t.co/Xz5NjtpaqH
56,0.4576,Sat Jun 09 12:01:03 +0000 2018,0.786,0.0,0.214,57,@cnn,blue,Mars is suddenly more interesting | By Jonathan Lunine via @CNNOpinion https://t.co/EA2ETHIldR https://t.co/fgmZax7nwV
57,-0.5994,Sat Jun 09 11:52:04 +0000 2018,0.849,0.151,0.0,58,@cnn,blue,Construction workers in the UK have found wads of cash dating back to World War II at a shop that once belonged to… https://t.co/TYdsjSziK7
58,0.0,Sat Jun 09 11:46:00 +0000 2018,1.0,0.0,0.0,59,@cnn,blue,"During her commencement address to the MIT Class of 2018, Facebook COO Sheryl Sandberg spoke candidly about Faceboo… https://t.co/hznkJTzAPH"
59,-0.296,Sat Jun 09 11:31:05 +0000 2018,0.824,0.176,0.0,60,@cnn,blue,"Charles Krauthammer, the famed conservative columnist, informed readers that he is confronting an aggressive form o… https://t.co/H6R3LykoER"
60,0.3612,Sat Jun 09 11:16:00 +0000 2018,0.878,0.0,0.122,61,@cnn,blue,"Will we ever fly like the Jetsons? This company just unveiled its first commercial flying car, Flyer — and… https://t.co/uRJsH7yPmG"
